date,platform,text,sentiment
1525288055506,google,"(Translated by Google) Magnificent

(Original)
Magnifico",positive
1525344875171,google,Used to go here as a teen when it looked different. Nice park.,positive
1525316805506,google,A beautiful space!!!,positive
1525448991470,google,Best skate spot! Should've kept skateboarding legal!,positive
1525504027275,google,"Recently renovated the famous LOVE sign.. they did an awesome job, it looks brand new! They didn't put the fountain back. I used to love taking pictures at the fountain. They keep up with the cleaning and keeping the homeless from setting up there. Of course everyone is happy the famous sign is back so they can take their pics! No trip to Philly is complete without it!!",positive
1525605904408,google,"Nice, vibrant place at the heart of Philly. The city hall and masonic temple are right across the street. The park has the famous 'love' door of Philly. The parking at the love park garage is quite cheap ($10/24 hours).",positive
1525648060842,google,Renovation in progress !!!,neutral
1525706054229,google,Spacious location.. generally lines are there but one can easily get a nice click from a distance. Beautiful location.,positive
1525702671608,google,"It's a park with a statue that says love, I believe there might be a fountain.",positive
1525799202753,google,Just a city park for relax. Not too special. But there are some nice Chinese restaurant in the China Town nearby.,neutral
1525775392809,google,"Nice place to go for a walk, take pictures and walk around!",positive
1525767710938,google,Love it great experience,positive
1525876068453,google,LOVE THIS PLACE. MY WIFE & I COME BY OFTEN TO GET NEW PHOTOS TOGETHER.,positive
1525979741779,google,"ahahahaha, love park is lovely~~",positive
1525974417411,google,Cool place for pictures!,positive
1525910890572,google,It's a great place,positive
1526042204599,google,Nice clean and very friendly.,positive
1526155653263,google,Great little stop for tourists to grab a photo. Good view of city hall as well.,positive
1526084344094,google,Here for Xmas festival;. Really fun!,positive
1526097237625,google,This is a bleak replacement for what was here before. The Love sculpture deserves better.,negative
1526132500625,google,New and renovated its beautiful,positive
1526141174440,google,Great place to visit,positive
1526312849864,google,Love the updated park and sign,positive
1526315086095,google,Love this place.,positive
1526293710007,google,Not as much seating as before,negative
1526397792772,google,It's beautiful and a nice piece of history within the city. Great place to come chill out or take photos with friends and family.,positive
1526350654460,google,"Isn't as busy since they probably just re-opened?

Don't know what the vibe was like before the renovation however there seems to be an excess of concrete, despite that there's lots of space to sit, relax, read a book, take calls and take in the sights.",neutral
1526586732062,google,Interesting art surrounding the Philadelphia water department,positive
1526592843197,google,Must visit,positive
1526577462180,google,needs to be power washed but nice,neutral
1526588939161,google,If in Love a must,positive
1526607417795,google,A+++,positive
1526694881736,google,New site,neutral
1526819834621,google,Was ok.....i love the food their,positive
1526784671276,google,Nice park,positive
1526857880552,google,"(Translated by Google) Beautiful place, a must see in Philadelphia.

(Original)
Hermoso lugar, un imperdible de Filadelfia.",positive
1526940220006,google,It's a park. It has benches. Always a line of people taking pictures of the LOVE.,positive
1526935417858,google,Love it,positive
1527000979365,google,The old Love Park was so much better in every way. This new rendition is boring and uninspired. Not even worth visiting!,negative
1527028355505,google,They redone the park and it looks good,positive
1526989412079,google,Excellent condition for a park in the heart of the City!!!,positive
1527018780993,google,Center City Park. Lots of things to see and do nearby.,positive
1527027277819,google,Great remodel,positive
1527084964701,google,"Amazing, they are doing some construction on new additions currently",positive
1527103980309,google,I wish the fountain was still there! !,positive
1527114076993,google,Beautifully renovated!,positive
1527092485029,google,24 hours a day,neutral
1527123839243,google,"Tourist trap. I miss the fountain,  but it's a nice urban space.",negative
1527247098891,google,"It's nice they have removed the fountain,but added a lot of open space",positive
1527220515025,google,So many new features added to love park & this summer it will show,positive
1527209381826,google,Different,neutral
1527331019756,google,The recent redesign is great. Maybe once they finish the new fountain it will be a 4 or 5 star park.,positive
1527343424236,google,Love the park but I work near here so not as exciting most days. They need to bring the fountain back or a version of it.,positive
1527363200605,google,"Yes, fun for tourism. Especially memorial day weekend!",positive
1527370324255,google,No ramp for wheel chair,negative
1527351181742,google,No shade. Fountain doesn't work. I miss the old one.,negative
1527446025206,google,One of the most iconic places of Philly!,positive
1527387335832,google,Beautiful and peaceful,positive
1527478466694,google,Beautiful city very quiet and very historical it's an honor to be both born and raised in that City,positive
1527632647967,google,very scenic park. This is just a Philadelphia!!,positive
1527603509882,google,Did not visit Love Park.,negative
1527562523315,google,Beautiful Place,positive
1527557072407,google,"(Translated by Google) Fun

(Original)
Leuk",positive
1527724138331,google,It is ridiculous I don't like it or what it stands for... it is the city's way of making homeless people more uncomfortable,negative
1527693406200,google,Loving the event that's going on,positive
1527696392686,google,Wonderful,positive
